1;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
0,111111111;1;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
0,111111111;0,111111111;1;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
0,111111111;0,111111111;0,111111111;1;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
0,111111111;0,111111111;0,111111111;0,111111111;1;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;1;9;9;9;9;9;9;9;9;9;9;9;9;9;9
0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;1;9;9;9;9;9;9;9;9;9;9;9;9;9
0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;1;9;9;9;9;9;9;9;9;9;9;9;9
0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;1;9;9;9;9;9;9;9;9;9;9;9
0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;1;9;9;9;9;9;9;9;9;9;9
0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;1;9;9;9;9;9;9;9;9;9
0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;1;9;9;9;9;9;9;9;9
0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;1;9;9;9;9;9;9;9
0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;1;9;9;9;9;9;9
0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;1;9;9;9;9;9
0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;1;9;9;9;9
0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;1;9;9;9
0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;1;9;9
0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;1;9
0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;1
